"Room","Building","Weekday","Availability","Effective Start Date","Effective End Date","Status","Capacity","Type","Features","Online Room","Hide in Scheduling","Notes"
"MH276","MAIN_HALL","Saturday","8:00AM-10:00PM","","","Active","15","classroom","Accent Wall, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Nursing, Receptacles/Power Outlets, Technology - Level 1, Technology - TV / DVD, Telephone (standard), Thermostat","false","true",""
"MH277A","MAIN_HALL","Sunday","8:00AM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Monday","8:00AM-1:30PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Monday","5:30PM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Tuesday","8:00AM-8:30AM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Tuesday","10:30AM-12:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Tuesday","2:00PM-3:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Tuesday","5:00PM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Wednesday","8:00AM-8:30AM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Wednesday","12:30PM-1:30PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Wednesday","5:30PM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Thursday","8:00AM-9:15AM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Thursday","11:15AM-3:45PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Thursday","5:45PM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Friday","8:00AM-8:30AM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Friday","12:30PM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277A","MAIN_HALL","Saturday","8:00AM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277AB","MAIN_HALL","Sunday","8:00AM-10:00PM","","","Active","30","classroom","Dobbs Ferry Classroom, Lab - Nursing, Technology - Experiential Learning Lab","false","true",""
"MH277AB","MAIN_HALL","Monday","8:00AM-10:00PM","","","Active","30","classroom","Dobbs Ferry Classroom, Lab - Nursing, Technology - Experiential Learning Lab","false","true",""
"MH277AB","MAIN_HALL","Tuesday","8:00AM-10:00PM","","","Active","30","classroom","Dobbs Ferry Classroom, Lab - Nursing, Technology - Experiential Learning Lab","false","true",""
"MH277AB","MAIN_HALL","Wednesday","8:00AM-10:00PM","","","Active","30","classroom","Dobbs Ferry Classroom, Lab - Nursing, Technology - Experiential Learning Lab","false","true",""
"MH277AB","MAIN_HALL","Thursday","8:00AM-10:00PM","","","Active","30","classroom","Dobbs Ferry Classroom, Lab - Nursing, Technology - Experiential Learning Lab","false","true",""
"MH277AB","MAIN_HALL","Friday","8:00AM-10:00PM","","","Active","30","classroom","Dobbs Ferry Classroom, Lab - Nursing, Technology - Experiential Learning Lab","false","true",""
"MH277AB","MAIN_HALL","Saturday","8:00AM-10:00PM","","","Active","30","classroom","Dobbs Ferry Classroom, Lab - Nursing, Technology - Experiential Learning Lab","false","true",""
"MH277B","MAIN_HALL","Sunday","8:00AM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Monday","8:00AM-1:30PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Monday","5:30PM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Tuesday","8:00AM-8:30AM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Tuesday","10:30AM-12:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Tuesday","2:00PM-3:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Tuesday","5:00PM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Wednesday","8:00AM-8:30AM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Wednesday","12:30PM-1:30PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Wednesday","5:30PM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Thursday","8:00AM-11:40AM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Thursday","1:40PM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Friday","8:00AM-8:30AM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Friday","12:30PM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277B","MAIN_HALL","Saturday","8:00AM-10:00PM","","","Active","24","classroom","Dobbs Ferry Classroom, Lab - Nursing, Storage Room/Closet, Technology - Experiential Learning Lab","false","false",""
"MH277C","MAIN_HALL","Sunday","8:00AM-10:00PM","","","Active","6","classroom","Lab - Nursing","false","true",""
"MH277C","MAIN_HALL","Monday","8:00AM-10:00PM","","","Active","6","classroom","Lab - Nursing","false","true",""
"MH277C","MAIN_HALL","Tuesday","8:00AM-10:00PM","","","Active","6","classroom","Lab - Nursing","false","true",""
"MH277C","MAIN_HALL","Wednesday","8:00AM-10:00PM","","","Active","6","classroom","Lab - Nursing","false","true",""
"MH277C","MAIN_HALL","Thursday","8:00AM-10:00PM","","","Active","6","classroom","Lab - Nursing","false","true",""
"MH277C","MAIN_HALL","Friday","8:00AM-10:00PM","","","Active","6","classroom","Lab - Nursing","false","true",""
"MH277C","MAIN_HALL","Saturday","8:00AM-10:00PM","","","Active","6","classroom","Lab - Nursing","false","true",""
"MH278","MAIN_HALL","Sunday","8:00AM-10:00PM","","","Active","12","other","","false","true",""
"MH278","MAIN_HALL","Monday","8:00AM-10:00PM","","","Active","12","other","","false","true",""
"MH278","MAIN_HALL","Tuesday","8:00AM-10:00PM","","","Active","12","other","","false","true",""
"MH278","MAIN_HALL","Wednesday","8:00AM-10:00PM","","","Active","12","other","","false","true",""
"MH278","MAIN_HALL","Thursday","8:00AM-10:00PM","","","Active","12","other","","false","true",""
"MH278","MAIN_HALL","Friday","8:00AM-10:00PM","","","Active","12","other","","false","true",""
"MH278","MAIN_HALL","Saturday","8:00AM-10:00PM","","","Active","12","other","","false","true",""
"MH279","MAIN_HALL","Sunday","8:00AM-10:00PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Monday","8:00AM-2:50PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Monday","5:40PM-6:15PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Monday","9:05PM-10:00PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Tuesday","8:00AM-8:30AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Tuesday","11:20AM-11:40AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Tuesday","2:30PM-2:50PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Tuesday","5:40PM-10:00PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Wednesday","8:00AM-8:30AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Wednesday","11:20AM-2:50PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Wednesday","5:40PM-6:15PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Wednesday","9:05PM-10:00PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Thursday","8:00AM-11:40AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Thursday","2:30PM-2:50PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
"MH279","MAIN_HALL","Thursday","5:40PM-6:15PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Technology - Anatomage Table with wall-mounted digital display, Technology - Experiential Learning Lab, Thermostat","false","false",""
